batch_label,detector,detector_mode,image_path,prediction,confidence,elapsed_time,label,source,method
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00042_sd15_fp4_seed165_s30_g3.5_str0.3.png,fake,0.993960738182068,0.090604543685913,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00037_sd3_fp4_seed160_s30_g3.5_str0.3.png,fake,0.9941483736038208,0.0899231433868408,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00091_sd15_fp8_seed214_s30_g3.5_str0.3.png,fake,0.9968908429145812,0.0922982692718505,1,fake,ft_default
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00024_sd3_fp8_seed147_s30_g3.5_str0.3.png,fake,0.9998100399971008,0.0894420146942138,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00081_sd35_fp8_seed204_s30_g3.5_str0.3.png,fake,0.99928480386734,0.0900671482086181,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00077_sd3_fp4_seed200_s30_g3.5_str0.3.png,fake,0.9992890357971193,0.0905861854553222,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00041_sd15_fp4_seed164_s30_g3.5_str0.3.png,fake,0.994638741016388,0.0890820026397705,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00091_sd3_fp16_seed214_s30_g3.5_str0.3.png,fake,0.999305009841919,0.0927522182464599,1,fake,ft_default
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00036_sd3_fp8_seed159_s30_g3.5_str0.3.png,fake,0.9990930557250975,0.0869770050048828,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00066_sd15_fp4_seed189_s30_g3.5_str0.3.png,fake,0.9985483288764954,0.0935230255126953,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00060_sd3_fp4_seed183_s30_g3.5_str0.3.png,fake,0.9997544884681702,0.0894529819488525,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00070_sd15_fp16_seed193_s30_g3.5_str0.3.png,fake,0.9976415634155272,0.0914347171783447,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00012_sd15_fp8_seed135_s30_g3.5_str0.3.png,fake,0.9997420907020568,0.0904858112335205,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00062_sd35_fp8_seed185_s30_g3.5_str0.3.png,fake,0.9997513890266418,0.0909900665283203,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00050_sd15_fp4_seed173_s30_g3.5_str0.3.png,fake,0.9970412850379944,0.0863006114959716,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00045_sd3_fp4_seed168_s30_g3.5_str0.3.png,fake,0.999974012374878,0.0907459259033203,1,fake,ft_default
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00007_sd3_fp8_seed130_s30_g3.5_str0.3.png,fake,0.9993108510971068,0.0887436866760253,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00022_sd3_fp16_seed145_s30_g3.5_str0.3.png,fake,0.99869042634964,0.0900654792785644,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00029_sd15_fp4_seed152_s30_g3.5_str0.3.png,fake,0.9998082518577576,0.0908625125885009,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00039_sd35_fp16_seed162_s30_g3.5_str0.3.png,fake,0.9974478483200072,0.0887889862060546,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00041_sd35_fp8_seed164_s30_g3.5_str0.3.png,fake,0.9998273253440856,0.0929048061370849,1,fake,ft_default
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00061_sd35_fp4_seed184_s30_g3.5_str0.3.png,fake,0.9998251795768738,0.090726613998413,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00079_sd35_fp8_seed202_s30_g3.5_str0.3.png,fake,0.99977308511734,0.0923008918762207,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00022_sd15_fp4_seed145_s30_g3.5_str0.3.png,fake,0.9984293580055236,0.093257188796997,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00044_sd15_fp4_seed167_s30_g3.5_str0.3.png,fake,0.9990938901901244,0.0902981758117675,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00045_sd3_fp16_seed168_s30_g3.5_str0.3.png,fake,0.9999560117721558,0.0898094177246093,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00036_sd15_fp8_seed159_s30_g3.5_str0.3.png,fake,0.9986509680747986,0.0904667377471923,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00047_sd3_fp16_seed170_s30_g3.5_str0.3.png,fake,0.9985224604606628,0.0887739658355712,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00027_sd15_fp16_seed150_s30_g3.5_str0.3.png,fake,0.9974122643470764,0.0919837951660156,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00061_sd3_fp4_seed184_s30_g3.5_str0.3.png,fake,0.9998120665550232,0.0910296440124511,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00036_sd15_fp16_seed159_s30_g3.5_str0.3.png,fake,0.9989137649536132,0.0891070365905761,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00057_sd3_fp4_seed180_s30_g3.5_str0.3.png,fake,0.9994719624519348,0.0921046733856201,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00006_sd35_fp8_seed129_s30_g3.5_str0.3.png,fake,0.9954524636268616,0.0915033817291259,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00079_sd35_fp16_seed202_s30_g3.5_str0.3.png,fake,0.999707281589508,0.0917325019836425,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00000_sd15_fp4_seed123_s30_g3.5_str0.3.png,fake,0.9973918199539183,0.0924494266510009,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00016_sd35_fp16_seed139_s30_g3.5_str0.3.png,fake,0.9851306080818176,0.0907328128814697,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00045_sd15_fp4_seed168_s30_g3.5_str0.3.png,fake,0.9999545812606812,0.0919878482818603,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00033_sd35_fp8_seed156_s30_g3.5_str0.3.png,fake,0.9997859597206116,0.0868332386016845,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00043_sd35_fp16_seed166_s30_g3.5_str0.3.png,fake,0.999963402748108,0.0897765159606933,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00092_sd35_fp16_seed215_s30_g3.5_str0.3.png,fake,0.995818555355072,0.0884075164794921,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00076_sd3_fp16_seed199_s30_g3.5_str0.3.png,fake,0.9924457669258118,0.0912821292877197,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00006_sd15_fp8_seed129_s30_g3.5_str0.3.png,fake,0.99864262342453,0.0910098552703857,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00074_sd35_fp16_seed197_s30_g3.5_str0.3.png,fake,0.9998605251312256,0.0888392925262451,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00018_sd15_fp4_seed141_s30_g3.5_str0.3.png,fake,0.9999405145645142,0.0917675495147705,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00056_sd15_fp8_seed179_s30_g3.5_str0.3.png,fake,0.9998358488082886,0.0909993648529052,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00017_sd15_fp16_seed140_s30_g3.5_str0.3.png,fake,0.999567687511444,0.0906205177307128,1,fake,ft_default
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00091_sd35_fp4_seed214_s30_g3.5_str0.3.png,fake,0.9996402263641356,0.0893924236297607,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00067_sd3_fp16_seed190_s30_g3.5_str0.3.png,fake,0.9998202919960022,0.0895478725433349,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00058_sd3_fp16_seed181_s30_g3.5_str0.3.png,fake,0.9996896982192992,0.0918600559234619,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00092_sd35_fp8_seed215_s30_g3.5_str0.3.png,fake,0.996660590171814,0.089632511138916,1,fake,ft_default
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00065_sd3_fp8_seed188_s30_g3.5_str0.3.png,fake,0.9994847774505616,0.0922186374664306,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00088_sd35_fp16_seed211_s30_g3.5_str0.3.png,fake,0.9976822137832642,0.0912740230560302,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00011_sd15_fp16_seed134_s30_g3.5_str0.3.png,fake,0.9568331837654114,0.0924551486968994,1,fake,ft_default
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00046_sd35_fp4_seed169_s30_g3.5_str0.3.png,fake,0.9998766183853148,0.0951700210571289,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00031_sd35_fp8_seed154_s30_g3.5_str0.3.png,fake,0.990983247756958,0.0892934799194336,1,fake,ft_default
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00007_sd35_fp4_seed130_s30_g3.5_str0.3.png,fake,0.9988954067230223,0.0907278060913086,1,fake,ft_default
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00030_sd3_fp8_seed153_s30_g3.5_str0.3.png,fake,0.9943950176239014,0.0902409553527832,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00014_sd15_fp16_seed137_s30_g3.5_str0.3.png,fake,0.9994786381721495,0.0879042148590087,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00042_sd15_fp16_seed165_s30_g3.5_str0.3.png,fake,0.9945775270462036,0.0918366909027099,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00024_sd15_fp8_seed147_s30_g3.5_str0.3.png,fake,0.9998552799224854,0.0931074619293212,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00068_sd3_fp4_seed191_s30_g3.5_str0.3.png,fake,0.9999313354492188,0.0886788368225097,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00090_sd35_fp16_seed213_s30_g3.5_str0.3.png,fake,0.9902695417404176,0.0905606746673584,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00017_sd3_fp16_seed140_s30_g3.5_str0.3.png,fake,0.9998767375946044,0.0891227722167968,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00078_sd3_fp4_seed201_s30_g3.5_str0.3.png,fake,0.9997897744178772,0.0904009342193603,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00089_sd3_fp4_seed212_s30_g3.5_str0.3.png,fake,0.9995627999305724,0.0920023918151855,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00042_sd15_fp8_seed165_s30_g3.5_str0.3.png,fake,0.9961232542991638,0.093534231185913,1,fake,ft_default
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.3.png,fake,0.9989197254180908,0.0850369930267334,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00037_sd35_fp16_seed160_s30_g3.5_str0.3.png,fake,0.9937730431556702,0.0919740200042724,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00039_sd3_fp4_seed162_s30_g3.5_str0.3.png,fake,0.9996094107627868,0.0900251865386962,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00077_sd15_fp8_seed200_s30_g3.5_str0.3.png,fake,0.999782383441925,0.0922334194183349,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00032_sd15_fp4_seed155_s30_g3.5_str0.3.png,fake,0.9999488592147828,0.0921008586883544,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00069_sd3_fp4_seed192_s30_g3.5_str0.3.png,fake,0.9994908571243286,0.0880725383758544,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00024_sd3_fp16_seed147_s30_g3.5_str0.3.png,fake,0.999849796295166,0.0921969413757324,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00012_sd3_fp4_seed135_s30_g3.5_str0.3.png,fake,0.999808132648468,0.0906555652618408,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00066_sd35_fp16_seed189_s30_g3.5_str0.3.png,fake,0.9922845363616944,0.088733434677124,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00023_sd15_fp16_seed146_s30_g3.5_str0.3.png,fake,0.901127815246582,0.0925874710083007,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00098_sd35_fp8_seed221_s30_g3.5_str0.3.png,fake,0.9979999661445618,0.092531681060791,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00086_sd3_fp16_seed209_s30_g3.5_str0.3.png,fake,0.999930500984192,0.0882074832916259,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00067_sd35_fp8_seed190_s30_g3.5_str0.3.png,fake,0.9999160766601562,0.0927245616912841,1,fake,ft_default
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00055_sd35_fp8_seed178_s30_g3.5_str0.3.png,fake,0.999943733215332,0.089670181274414,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00001_sd15_fp8_seed124_s30_g3.5_str0.3.png,fake,0.9997676014900208,0.089972972869873,1,fake,ft_default
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00071_sd35_fp4_seed194_s30_g3.5_str0.3.png,fake,0.9986140727996826,0.0904295444488525,1,fake,ft_default
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00070_sd3_fp8_seed193_s30_g3.5_str0.3.png,fake,0.9994574189186096,0.092193603515625,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00034_sd3_fp4_seed157_s30_g3.5_str0.3.png,fake,0.9970284104347228,0.0933525562286377,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00051_sd15_fp8_seed174_s30_g3.5_str0.3.png,fake,0.9998985528945924,0.0896041393280029,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00019_sd15_fp8_seed142_s30_g3.5_str0.3.png,fake,0.9995823502540588,0.0924038887023925,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00059_sd15_fp8_seed182_s30_g3.5_str0.3.png,fake,0.9139972925186156,0.0905053615570068,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00055_sd3_fp16_seed178_s30_g3.5_str0.3.png,fake,0.9999520778656006,0.090578556060791,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00093_sd3_fp16_seed216_s30_g3.5_str0.3.png,fake,0.9996727705001832,0.0916616916656494,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00026_sd35_fp16_seed149_s30_g3.5_str0.3.png,fake,0.997738480567932,0.0899739265441894,1,fake,ft_default
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00095_sd15_fp4_seed218_s30_g3.5_str0.3.png,fake,0.9999444484710692,0.0914015769958496,1,fake,ft_default
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00075_sd3_fp4_seed198_s30_g3.5_str0.3.png,fake,0.9995623230934144,0.0879135131835937,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00009_sd3_fp16_seed132_s30_g3.5_str0.3.png,fake,0.9995633959770204,0.0918004512786865,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00082_sd15_fp8_seed205_s30_g3.5_str0.3.png,fake,0.999816596508026,0.0904884338378906,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00029_sd3_fp16_seed152_s30_g3.5_str0.3.png,fake,0.9993482232093812,0.0902802944183349,1,fake,ft_default
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00075_sd15_fp16_seed198_s30_g3.5_str0.3.png,fake,0.9994434714317322,0.0893366336822509,1,fake,ft_default
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00071_sd15_fp8_seed194_s30_g3.5_str0.3.png,fake,0.9996238946914672,0.0994720458984375,1,fake,ft_default
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00060_sd3_fp16_seed183_s30_g3.5_str0.3.png,fake,0.9986246824264526,0.0866103172302246,1,fake,ft_default
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00008_sd35_fp16_seed131_s30_g3.5_str0.3.png,fake,0.9988431930541992,0.0880191326141357,1,fake,ft_default
