batch_label,detector,image_path,prediction,confidence,elapsed_time
z-image_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp16_p89_seed212_s30_g3.5.png,fake,0.9940001964569092,0.09389996528625488
sdxl_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp16_p70_seed193_s30_g3.5.png,fake,0.9999176263809204,0.09179306030273438
sdxl_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp8_p78_seed201_s30_g3.5.png,fake,0.9992738366127014,0.08776569366455078
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p28_seed151_s30_g3.5.png,fake,0.9997592568397522,0.09554648399353027
sd15_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd15_fp8_p55_seed178_s30_g3.5.png,fake,0.9998340606689453,0.07696127891540527
sd15_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd15_fp8_p74_seed197_s30_g3.5.png,fake,0.9967600703239441,0.07792234420776367
pg25_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp8_p54_seed177_s30_g3.5.png,fake,0.9999579191207886,0.08677315711975098
sd15_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd15_fp8_p25_seed148_s30_g3.5.png,fake,0.9956004619598389,0.07671475410461426
sd3_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp4_p21_seed144_s30_g3.5.png,fake,0.9999486207962036,0.09059882164001465
sd3_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp8_p26_seed149_s30_g3.5.png,fake,0.9977275729179382,0.0893101692199707
sd3_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp8_p9_seed132_s30_g3.5.png,fake,0.9999215602874756,0.09067058563232422
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p55_seed178_s30_g3.5.png,fake,0.9972827434539795,0.0952157974243164
z-image_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp16_p38_seed161_s30_g3.5.png,fake,0.9988301396369934,0.0920877456665039
pg25_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp8_p99_seed222_s30_g3.5.png,fake,0.9975658655166626,0.09200787544250488
sdxl_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp16_p86_seed209_s30_g3.5.png,fake,0.9999035596847534,0.08552432060241699
z-image_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp16_p93_seed216_s30_g3.5.png,fake,0.9575397968292236,0.09388971328735352
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p93_seed216_s30_g3.5.png,fake,0.9825232028961182,0.09350919723510742
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p83_seed206_s30_g3.5.png,fake,0.999968409538269,0.09185147285461426
sdxl_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp4_p77_seed200_s30_g3.5.png,fake,0.9999510049819946,0.09467172622680664
z-image_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp16_p44_seed167_s30_g3.5.png,fake,0.9546406865119934,0.09169483184814453
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p24_seed147_s30_g3.5.png,fake,0.9995189905166626,0.09576797485351562
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p31_seed154_s30_g3.5.png,fake,0.9993813037872314,0.0949399471282959
sd3_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp16_p56_seed179_s30_g3.5.png,fake,0.999064028263092,0.09368038177490234
sd3_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp8_p31_seed154_s30_g3.5.png,fake,0.9989649057388306,0.08807063102722168
sd3_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp16_p72_seed195_s30_g3.5.png,fake,0.999887228012085,0.0893869400024414
z-image_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp16_p91_seed214_s30_g3.5.png,fake,0.9979400038719177,0.09392356872558594
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p60_seed183_s30_g3.5.png,fake,0.9989595413208008,0.09520840644836426
sd3_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp4_p69_seed192_s30_g3.5.png,fake,0.9994739890098572,0.08554244041442871
pg25_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp4_p24_seed147_s30_g3.5.png,fake,0.9999496936798096,0.09392905235290527
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p5_seed128_s30_g3.5.png,fake,0.9999966621398926,0.08608341217041016
sd3_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp8_p74_seed197_s30_g3.5.png,fake,0.9999219179153442,0.09207558631896973
pg25_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp4_p37_seed160_s30_g3.5.png,fake,0.9995918869972229,0.093780517578125
pg25_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp16_p36_seed159_s30_g3.5.png,fake,0.9997766613960266,0.09462285041809082
sdxl_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp4_p6_seed129_s30_g3.5.png,fake,0.999859094619751,0.09224820137023926
sd15_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd15_fp8_p95_seed218_s30_g3.5.png,fake,0.9999423027038574,0.07804298400878906
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p23_seed146_s30_g3.5.png,fake,0.9972038269042969,0.09158849716186523
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p69_seed192_s30_g3.5.png,fake,0.9997536540031433,0.09024643898010254
z-image_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp4_p1_seed124_s30_g3.5.png,fake,0.9999748468399048,0.09153485298156738
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p49_seed172_s30_g3.5.png,fake,0.9989697933197021,0.09378170967102051
sd15_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd15_fp8_p1_seed124_s30_g3.5.png,fake,0.9992928504943848,0.07197856903076172
sdxl_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp4_p79_seed202_s30_g3.5.png,fake,0.9997276663780212,0.09336209297180176
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p40_seed163_s30_g3.5.png,fake,0.9998321533203125,0.0953819751739502
sd3_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp16_p10_seed133_s30_g3.5.png,fake,0.9715979695320129,0.09286737442016602
z-image_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp4_p84_seed207_s30_g3.5.png,fake,0.9999434947967529,0.09440732002258301
pg25_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp16_p19_seed142_s30_g3.5.png,fake,0.9992923736572266,0.08984112739562988
sd3_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp16_p19_seed142_s30_g3.5.png,fake,0.9996968507766724,0.09124588966369629
z-image_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp16_p84_seed207_s30_g3.5.png,fake,0.9950886368751526,0.09565114974975586
pg25_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp16_p41_seed164_s30_g3.5.png,fake,0.9998026490211487,0.0924527645111084
pg25_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp4_p99_seed222_s30_g3.5.png,fake,0.9995324611663818,0.09032273292541504
sd3_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp8_p12_seed135_s30_g3.5.png,fake,0.9996681213378906,0.0906522274017334
sd3_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp8_p43_seed166_s30_g3.5.png,fake,0.9995120763778687,0.0873260498046875
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p37_seed160_s30_g3.5.png,fake,0.9998962879180908,0.09189963340759277
sd3_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp4_p36_seed159_s30_g3.5.png,fake,0.9998764991760254,0.09186863899230957
sdxl_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp16_p96_seed219_s30_g3.5.png,fake,0.9998906850814819,0.09682464599609375
sd35_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp4_p0_seed123_s30_g3.5.png,fake,0.9999926090240479,0.09047222137451172
pg25_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp8_p27_seed150_s30_g3.5.png,fake,0.9997106194496155,0.09466314315795898
z-image_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp8_p83_seed206_s30_g3.5.png,fake,0.9998193383216858,0.09485387802124023
pg25_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp4_p72_seed195_s30_g3.5.png,fake,0.9997976422309875,0.09272599220275879
sdxl_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp4_p50_seed173_s30_g3.5.png,fake,0.999969482421875,0.09168529510498047
sdxl_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp16_p87_seed210_s30_g3.5.png,fake,0.9999814033508301,0.08628606796264648
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p94_seed217_s30_g3.5.png,fake,0.9995173215866089,0.0933072566986084
sd35_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp4_p2_seed125_s30_g3.5.png,fake,0.9973869919776917,0.09078836441040039
z-image_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp4_p62_seed185_s30_g3.5.png,fake,0.9975998997688293,0.09392547607421875
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p73_seed196_s30_g3.5.png,fake,0.9998589754104614,0.09128952026367188
pg25_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp4_p21_seed144_s30_g3.5.png,fake,0.9999299049377441,0.08963608741760254
sd35_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp8_p72_seed195_s30_g3.5.png,fake,0.9999792575836182,0.08688592910766602
z-image_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/z-image_fp16_p16_seed139_s30_g3.5.png,fake,0.9994661211967468,0.09131598472595215
pg25_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp16_p71_seed194_s30_g3.5.png,fake,0.9992027878761292,0.0930182933807373
sdxl_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp16_p14_seed137_s30_g3.5.png,fake,0.999964714050293,0.0891714096069336
sdxl_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp16_p45_seed168_s30_g3.5.png,fake,0.9999903440475464,0.08704519271850586
sdxl_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp8_p15_seed138_s30_g3.5.png,fake,0.9998806715011597,0.09116291999816895
pg25_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp8_p61_seed184_s30_g3.5.png,fake,0.9992343187332153,0.09191370010375977
sd15_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd15_fp8_p32_seed155_s30_g3.5.png,fake,0.9995773434638977,0.07772970199584961
sd3_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp4_p60_seed183_s30_g3.5.png,fake,0.9997561573982239,0.08915901184082031
sd3_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp4_p99_seed222_s30_g3.5.png,fake,0.9999680519104004,0.09649085998535156
sd35_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp8_p52_seed175_s30_g3.5.png,fake,0.9998759031295776,0.08897805213928223
pg25_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp8_p67_seed190_s30_g3.5.png,fake,0.999974250793457,0.092926025390625
sd3_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp8_p89_seed212_s30_g3.5.png,fake,0.9997380375862122,0.09170269966125488
sdxl_fp8,CLIP-D,/media/CrispyMcMarkInc/fake-images/sdxl_fp8_p87_seed210_s30_g3.5.png,fake,0.999987006187439,0.08903837203979492
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p50_seed173_s30_g3.5.png,fake,0.999455988407135,0.09455394744873047
sd35_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp4_p19_seed142_s30_g3.5.png,fake,0.9997997879981995,0.08304023742675781
pg25_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/pg25_fp16_p86_seed209_s30_g3.5.png,fake,0.9999094009399414,0.09395051002502441
sd15_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd15_fp4_p75_seed198_s30_g3.5.png,fake,0.9969980716705322,0.07890486717224121
sd3_fp4,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd3_fp4_p74_seed197_s30_g3.5.png,fake,0.9999334812164307,0.09226703643798828
sd35_fp16,CLIP-D,/media/CrispyMcMarkInc/fake-images/sd35_fp16_p8_seed131_s30_g3.5.png,fake,0.9995942711830139,0.09077835083007812
