path,label
/media/CrispyMcMarkInc/fake-images-img2img/train/00354_sd3_fp16_seed131_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00523.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00523_sd15_fp16_seed132_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00523_sd35_fp16_seed132_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00523_sd3_fp16_seed132_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00184.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00184_sd15_fp16_seed133_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00184_sd35_fp16_seed133_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00184_sd3_fp16_seed133_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00809.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00809_sd15_fp16_seed134_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00809_sd35_fp16_seed134_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00809_sd3_fp16_seed134_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00418.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00418_sd15_fp16_seed135_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00418_sd35_fp16_seed135_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00418_sd3_fp16_seed135_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00615.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00615_sd15_fp16_seed136_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00615_sd35_fp16_seed136_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00615_sd3_fp16_seed136_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00682.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00682_sd15_fp16_seed137_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00682_sd35_fp16_seed137_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00682_sd3_fp16_seed137_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00501.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00501_sd15_fp16_seed138_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00501_sd35_fp16_seed138_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00501_sd3_fp16_seed138_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00760.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00760_sd15_fp16_seed139_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00760_sd35_fp16_seed139_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00760_sd3_fp16_seed139_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00049.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00049_sd15_fp16_seed140_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00049_sd35_fp16_seed140_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00049_sd3_fp16_seed140_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00732.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00732_sd15_fp16_seed141_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00732_sd35_fp16_seed141_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00732_sd3_fp16_seed141_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00336.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00336_sd15_fp16_seed142_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00336_sd35_fp16_seed142_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00336_sd3_fp16_seed142_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00450.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00450_sd15_fp16_seed143_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00450_sd35_fp16_seed143_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00450_sd3_fp16_seed143_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00790.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00790_sd15_fp16_seed144_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00790_sd35_fp16_seed144_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00790_sd3_fp16_seed144_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00350.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00350_sd15_fp16_seed145_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00350_sd35_fp16_seed145_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00350_sd3_fp16_seed145_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00467.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00467_sd15_fp16_seed146_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00467_sd35_fp16_seed146_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00467_sd3_fp16_seed146_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00622.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00622_sd15_fp16_seed147_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00622_sd35_fp16_seed147_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00622_sd3_fp16_seed147_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00476.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00476_sd15_fp16_seed148_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00476_sd35_fp16_seed148_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00476_sd3_fp16_seed148_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00614.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00614_sd15_fp16_seed149_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00614_sd35_fp16_seed149_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00614_sd3_fp16_seed149_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00554.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00554_sd15_fp16_seed150_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00554_sd35_fp16_seed150_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00554_sd3_fp16_seed150_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00365.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00365_sd15_fp16_seed151_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00365_sd35_fp16_seed151_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00365_sd3_fp16_seed151_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00770.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00770_sd15_fp16_seed152_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00770_sd35_fp16_seed152_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00770_sd3_fp16_seed152_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00630.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00630_sd15_fp16_seed153_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00630_sd35_fp16_seed153_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00630_sd3_fp16_seed153_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00940.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00940_sd15_fp16_seed154_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00940_sd35_fp16_seed154_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00940_sd3_fp16_seed154_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00797.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00797_sd15_fp16_seed155_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00797_sd35_fp16_seed155_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00797_sd3_fp16_seed155_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00496.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00496_sd15_fp16_seed156_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00496_sd35_fp16_seed156_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00496_sd3_fp16_seed156_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00924.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00924_sd15_fp16_seed157_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00924_sd35_fp16_seed157_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00924_sd3_fp16_seed157_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00369.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00369_sd15_fp16_seed157_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00369_sd15_fp16_seed158_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00369_sd35_fp16_seed158_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00369_sd3_fp16_seed158_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00596.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00596_sd15_fp16_seed158_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00596_sd15_fp16_seed159_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00596_sd35_fp16_seed159_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00596_sd3_fp16_seed159_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00720.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00720_sd15_fp16_seed159_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00720_sd15_fp16_seed160_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00720_sd35_fp16_seed160_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00720_sd3_fp16_seed160_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00053.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00053_sd15_fp16_seed160_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00053_sd15_fp16_seed161_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00053_sd35_fp16_seed161_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00053_sd3_fp16_seed161_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00426.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00426_sd15_fp16_seed161_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00426_sd15_fp16_seed162_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00426_sd35_fp16_seed162_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00426_sd3_fp16_seed162_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00056.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00056_sd15_fp16_seed162_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00056_sd15_fp16_seed163_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00056_sd35_fp16_seed163_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00056_sd3_fp16_seed163_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00264.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00264_sd15_fp16_seed163_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00264_sd15_fp16_seed164_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00264_sd35_fp16_seed164_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00264_sd3_fp16_seed164_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00772.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00772_sd15_fp16_seed164_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00772_sd15_fp16_seed165_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00772_sd35_fp16_seed165_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00772_sd3_fp16_seed165_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00185.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00185_sd15_fp16_seed165_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00185_sd15_fp16_seed166_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00185_sd35_fp16_seed166_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00185_sd3_fp16_seed166_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00466.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00466_sd15_fp16_seed166_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00466_sd15_fp16_seed167_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00466_sd35_fp16_seed167_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00466_sd3_fp16_seed167_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00789.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00789_sd15_fp16_seed167_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00789_sd15_fp16_seed168_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00789_sd35_fp16_seed168_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00789_sd3_fp16_seed168_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00174.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00174_sd15_fp16_seed168_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00174_sd15_fp16_seed169_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00174_sd35_fp16_seed169_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00174_sd3_fp16_seed169_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00150.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00150_sd15_fp16_seed169_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00150_sd15_fp16_seed170_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00150_sd35_fp16_seed170_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00150_sd3_fp16_seed170_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00741.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00741_sd15_fp16_seed170_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00741_sd15_fp16_seed171_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00741_sd35_fp16_seed171_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00741_sd3_fp16_seed171_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00113.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00113_sd15_fp16_seed171_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00113_sd15_fp16_seed172_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00113_sd35_fp16_seed172_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00113_sd3_fp16_seed172_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00428.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00428_sd15_fp16_seed172_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00428_sd15_fp16_seed173_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00428_sd35_fp16_seed173_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00428_sd3_fp16_seed173_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00965.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00965_sd15_fp16_seed173_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00965_sd15_fp16_seed174_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00965_sd35_fp16_seed174_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00965_sd3_fp16_seed174_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00018.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00018_sd15_fp16_seed174_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00018_sd15_fp16_seed175_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00018_sd35_fp16_seed175_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00018_sd3_fp16_seed175_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00189.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00189_sd15_fp16_seed175_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00189_sd15_fp16_seed176_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00189_sd35_fp16_seed176_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00189_sd3_fp16_seed176_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00414.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00414_sd15_fp16_seed176_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00414_sd15_fp16_seed177_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00414_sd35_fp16_seed177_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00414_sd3_fp16_seed177_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00589.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00589_sd15_fp16_seed177_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00589_sd15_fp16_seed178_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00589_sd35_fp16_seed178_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00589_sd3_fp16_seed178_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00666.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00666_sd15_fp16_seed178_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00666_sd15_fp16_seed179_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00666_sd35_fp16_seed179_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00666_sd3_fp16_seed179_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00763.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00763_sd15_fp16_seed179_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00763_sd15_fp16_seed180_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00763_sd35_fp16_seed180_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00763_sd3_fp16_seed180_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00221.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00221_sd15_fp16_seed180_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00221_sd15_fp16_seed181_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00221_sd35_fp16_seed181_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00221_sd3_fp16_seed181_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00586.jpg,0
/media/CrispyMcMarkInc/fake-images-img2img/train/00586_sd15_fp16_seed181_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00586_sd15_fp16_seed182_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00586_sd35_fp16_seed182_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/fake-images-img2img/train/00586_sd3_fp16_seed182_s30_g3.5_str0.3.png,1
/media/CrispyMcMarkInc/Real_cropped_1024/00581.jpg,0
