batch_label,detector,detector_mode,image_path,prediction,confidence,elapsed_time
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00094_sd3_fp16_seed217_s30_g3.5_str0.3.png,fake,0.9892151951789856,0.08945488929748535
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00050_sd3_fp8_seed173_s30_g3.5_str0.3.png,fake,0.9975101947784424,0.08735799789428711
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00069_sd15_fp4_seed192_s30_g3.5_str0.3.png,fake,0.9996092915534973,0.0890355110168457
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00094_sd15_fp8_seed217_s30_g3.5_str0.3.png,fake,0.9993405938148499,0.09154844284057617
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00067_sd15_fp4_seed190_s30_g3.5_str0.3.png,fake,0.9997418522834778,0.09330272674560547
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00004_sd15_fp16_seed127_s30_g3.5_str0.3.png,fake,0.9993528723716736,0.08982467651367188
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00072_sd3_fp8_seed195_s30_g3.5_str0.3.png,fake,0.9998279809951782,0.09082341194152832
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00092_sd35_fp4_seed215_s30_g3.5_str0.3.png,fake,0.9987724423408508,0.08916211128234863
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00064_sd3_fp4_seed187_s30_g3.5_str0.3.png,fake,0.99978107213974,0.0882422924041748
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00032_sd3_fp4_seed155_s30_g3.5_str0.3.png,fake,0.9999376535415649,0.0891108512878418
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00040_sd35_fp8_seed163_s30_g3.5_str0.3.png,fake,0.9998717308044434,0.08623218536376953
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00081_sd3_fp4_seed204_s30_g3.5_str0.3.png,fake,0.9997864365577698,0.09128427505493164
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00018_sd3_fp4_seed141_s30_g3.5_str0.3.png,fake,0.9999468326568604,0.09159231185913086
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00083_sd15_fp16_seed206_s30_g3.5_str0.3.png,fake,0.9998370409011841,0.09160208702087402
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00030_sd3_fp16_seed153_s30_g3.5_str0.3.png,fake,0.9667294025421143,0.08816719055175781
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00090_sd3_fp8_seed213_s30_g3.5_str0.3.png,fake,0.9903938174247742,0.08995366096496582
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00017_sd35_fp8_seed140_s30_g3.5_str0.3.png,fake,0.9995173215866089,0.09243655204772949
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00092_sd15_fp16_seed215_s30_g3.5_str0.3.png,fake,0.9997809529304504,0.09209775924682617
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00078_sd15_fp16_seed201_s30_g3.5_str0.3.png,fake,0.9894691705703735,0.09215259552001953
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00042_sd15_fp4_seed165_s30_g3.5_str0.3.png,fake,0.9939607381820679,0.09060454368591309
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00037_sd3_fp4_seed160_s30_g3.5_str0.3.png,fake,0.9941483736038208,0.08992314338684082
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00091_sd15_fp8_seed214_s30_g3.5_str0.3.png,fake,0.9968908429145813,0.09229826927185059
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00024_sd3_fp8_seed147_s30_g3.5_str0.3.png,fake,0.9998100399971008,0.08944201469421387
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00081_sd35_fp8_seed204_s30_g3.5_str0.3.png,fake,0.9992848038673401,0.09006714820861816
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00077_sd3_fp4_seed200_s30_g3.5_str0.3.png,fake,0.9992890357971191,0.09058618545532227
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00041_sd15_fp4_seed164_s30_g3.5_str0.3.png,fake,0.9946387410163879,0.08908200263977051
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00091_sd3_fp16_seed214_s30_g3.5_str0.3.png,fake,0.999305009841919,0.09275221824645996
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00036_sd3_fp8_seed159_s30_g3.5_str0.3.png,fake,0.9990930557250977,0.08697700500488281
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00066_sd15_fp4_seed189_s30_g3.5_str0.3.png,fake,0.9985483288764954,0.09352302551269531
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00060_sd3_fp4_seed183_s30_g3.5_str0.3.png,fake,0.9997544884681702,0.08945298194885254
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00070_sd15_fp16_seed193_s30_g3.5_str0.3.png,fake,0.9976415634155273,0.09143471717834473
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00012_sd15_fp8_seed135_s30_g3.5_str0.3.png,fake,0.9997420907020569,0.09048581123352051
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00062_sd35_fp8_seed185_s30_g3.5_str0.3.png,fake,0.9997513890266418,0.09099006652832031
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00050_sd15_fp4_seed173_s30_g3.5_str0.3.png,fake,0.9970412850379944,0.08630061149597168
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00045_sd3_fp4_seed168_s30_g3.5_str0.3.png,fake,0.9999740123748779,0.09074592590332031
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00007_sd3_fp8_seed130_s30_g3.5_str0.3.png,fake,0.9993108510971069,0.08874368667602539
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00022_sd3_fp16_seed145_s30_g3.5_str0.3.png,fake,0.9986904263496399,0.09006547927856445
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00029_sd15_fp4_seed152_s30_g3.5_str0.3.png,fake,0.9998082518577576,0.09086251258850098
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00039_sd35_fp16_seed162_s30_g3.5_str0.3.png,fake,0.9974478483200073,0.08878898620605469
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00041_sd35_fp8_seed164_s30_g3.5_str0.3.png,fake,0.9998273253440857,0.09290480613708496
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00061_sd35_fp4_seed184_s30_g3.5_str0.3.png,fake,0.9998251795768738,0.09072661399841309
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00079_sd35_fp8_seed202_s30_g3.5_str0.3.png,fake,0.9997730851173401,0.0923008918762207
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00022_sd15_fp4_seed145_s30_g3.5_str0.3.png,fake,0.9984293580055237,0.09325718879699707
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00044_sd15_fp4_seed167_s30_g3.5_str0.3.png,fake,0.9990938901901245,0.09029817581176758
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00045_sd3_fp16_seed168_s30_g3.5_str0.3.png,fake,0.9999560117721558,0.08980941772460938
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00036_sd15_fp8_seed159_s30_g3.5_str0.3.png,fake,0.9986509680747986,0.09046673774719238
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00047_sd3_fp16_seed170_s30_g3.5_str0.3.png,fake,0.9985224604606628,0.08877396583557129
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00027_sd15_fp16_seed150_s30_g3.5_str0.3.png,fake,0.9974122643470764,0.09198379516601562
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00061_sd3_fp4_seed184_s30_g3.5_str0.3.png,fake,0.9998120665550232,0.09102964401245117
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00036_sd15_fp16_seed159_s30_g3.5_str0.3.png,fake,0.9989137649536133,0.08910703659057617
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00057_sd3_fp4_seed180_s30_g3.5_str0.3.png,fake,0.9994719624519348,0.09210467338562012
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00006_sd35_fp8_seed129_s30_g3.5_str0.3.png,fake,0.9954524636268616,0.09150338172912598
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00079_sd35_fp16_seed202_s30_g3.5_str0.3.png,fake,0.9997072815895081,0.09173250198364258
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00000_sd15_fp4_seed123_s30_g3.5_str0.3.png,fake,0.9973918199539185,0.09244942665100098
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00016_sd35_fp16_seed139_s30_g3.5_str0.3.png,fake,0.9851306080818176,0.09073281288146973
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00045_sd15_fp4_seed168_s30_g3.5_str0.3.png,fake,0.9999545812606812,0.09198784828186035
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00033_sd35_fp8_seed156_s30_g3.5_str0.3.png,fake,0.9997859597206116,0.08683323860168457
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00043_sd35_fp16_seed166_s30_g3.5_str0.3.png,fake,0.9999634027481079,0.08977651596069336
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00092_sd35_fp16_seed215_s30_g3.5_str0.3.png,fake,0.995818555355072,0.08840751647949219
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00076_sd3_fp16_seed199_s30_g3.5_str0.3.png,fake,0.9924457669258118,0.09128212928771973
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00006_sd15_fp8_seed129_s30_g3.5_str0.3.png,fake,0.99864262342453,0.09100985527038574
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00074_sd35_fp16_seed197_s30_g3.5_str0.3.png,fake,0.9998605251312256,0.08883929252624512
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00018_sd15_fp4_seed141_s30_g3.5_str0.3.png,fake,0.9999405145645142,0.09176754951477051
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00056_sd15_fp8_seed179_s30_g3.5_str0.3.png,fake,0.9998358488082886,0.09099936485290527
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00017_sd15_fp16_seed140_s30_g3.5_str0.3.png,fake,0.9995676875114441,0.09062051773071289
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00091_sd35_fp4_seed214_s30_g3.5_str0.3.png,fake,0.9996402263641357,0.08939242362976074
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00067_sd3_fp16_seed190_s30_g3.5_str0.3.png,fake,0.9998202919960022,0.08954787254333496
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00058_sd3_fp16_seed181_s30_g3.5_str0.3.png,fake,0.9996896982192993,0.09186005592346191
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00092_sd35_fp8_seed215_s30_g3.5_str0.3.png,fake,0.996660590171814,0.08963251113891602
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00065_sd3_fp8_seed188_s30_g3.5_str0.3.png,fake,0.9994847774505615,0.09221863746643066
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00088_sd35_fp16_seed211_s30_g3.5_str0.3.png,fake,0.9976822137832642,0.09127402305603027
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00011_sd15_fp16_seed134_s30_g3.5_str0.3.png,fake,0.9568331837654114,0.09245514869689941
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00046_sd35_fp4_seed169_s30_g3.5_str0.3.png,fake,0.9998766183853149,0.0951700210571289
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00031_sd35_fp8_seed154_s30_g3.5_str0.3.png,fake,0.990983247756958,0.0892934799194336
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00007_sd35_fp4_seed130_s30_g3.5_str0.3.png,fake,0.9988954067230225,0.0907278060913086
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00030_sd3_fp8_seed153_s30_g3.5_str0.3.png,fake,0.9943950176239014,0.0902409553527832
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00014_sd15_fp16_seed137_s30_g3.5_str0.3.png,fake,0.9994786381721497,0.08790421485900879
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00042_sd15_fp16_seed165_s30_g3.5_str0.3.png,fake,0.9945775270462036,0.09183669090270996
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00024_sd15_fp8_seed147_s30_g3.5_str0.3.png,fake,0.9998552799224854,0.09310746192932129
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00068_sd3_fp4_seed191_s30_g3.5_str0.3.png,fake,0.9999313354492188,0.08867883682250977
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00090_sd35_fp16_seed213_s30_g3.5_str0.3.png,fake,0.9902695417404175,0.0905606746673584
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00017_sd3_fp16_seed140_s30_g3.5_str0.3.png,fake,0.9998767375946045,0.08912277221679688
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00078_sd3_fp4_seed201_s30_g3.5_str0.3.png,fake,0.9997897744178772,0.09040093421936035
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00089_sd3_fp4_seed212_s30_g3.5_str0.3.png,fake,0.9995627999305725,0.09200239181518555
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00042_sd15_fp8_seed165_s30_g3.5_str0.3.png,fake,0.9961232542991638,0.09353423118591309
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00001_sd3_fp8_seed124_s30_g3.5_str0.3.png,fake,0.9989197254180908,0.0850369930267334
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00037_sd35_fp16_seed160_s30_g3.5_str0.3.png,fake,0.9937730431556702,0.09197402000427246
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00039_sd3_fp4_seed162_s30_g3.5_str0.3.png,fake,0.9996094107627869,0.09002518653869629
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00077_sd15_fp8_seed200_s30_g3.5_str0.3.png,fake,0.999782383441925,0.09223341941833496
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00032_sd15_fp4_seed155_s30_g3.5_str0.3.png,fake,0.9999488592147827,0.09210085868835449
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00069_sd3_fp4_seed192_s30_g3.5_str0.3.png,fake,0.9994908571243286,0.08807253837585449
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00024_sd3_fp16_seed147_s30_g3.5_str0.3.png,fake,0.999849796295166,0.09219694137573242
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00012_sd3_fp4_seed135_s30_g3.5_str0.3.png,fake,0.999808132648468,0.09065556526184082
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00066_sd35_fp16_seed189_s30_g3.5_str0.3.png,fake,0.9922845363616943,0.08873343467712402
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00023_sd15_fp16_seed146_s30_g3.5_str0.3.png,fake,0.901127815246582,0.09258747100830078
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00098_sd35_fp8_seed221_s30_g3.5_str0.3.png,fake,0.9979999661445618,0.09253168106079102
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00086_sd3_fp16_seed209_s30_g3.5_str0.3.png,fake,0.9999305009841919,0.08820748329162598
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00067_sd35_fp8_seed190_s30_g3.5_str0.3.png,fake,0.9999160766601562,0.09272456169128418
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00055_sd35_fp8_seed178_s30_g3.5_str0.3.png,fake,0.999943733215332,0.08967018127441406
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00001_sd15_fp8_seed124_s30_g3.5_str0.3.png,fake,0.9997676014900208,0.08997297286987305
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00071_sd35_fp4_seed194_s30_g3.5_str0.3.png,fake,0.9986140727996826,0.09042954444885254
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00070_sd3_fp8_seed193_s30_g3.5_str0.3.png,fake,0.9994574189186096,0.092193603515625
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00034_sd3_fp4_seed157_s30_g3.5_str0.3.png,fake,0.9970284104347229,0.0933525562286377
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00051_sd15_fp8_seed174_s30_g3.5_str0.3.png,fake,0.9998985528945923,0.08960413932800293
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00019_sd15_fp8_seed142_s30_g3.5_str0.3.png,fake,0.9995823502540588,0.09240388870239258
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00059_sd15_fp8_seed182_s30_g3.5_str0.3.png,fake,0.9139972925186157,0.09050536155700684
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00055_sd3_fp16_seed178_s30_g3.5_str0.3.png,fake,0.9999520778656006,0.09057855606079102
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00093_sd3_fp16_seed216_s30_g3.5_str0.3.png,fake,0.9996727705001831,0.09166169166564941
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00026_sd35_fp16_seed149_s30_g3.5_str0.3.png,fake,0.9977384805679321,0.08997392654418945
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00095_sd15_fp4_seed218_s30_g3.5_str0.3.png,fake,0.9999444484710693,0.09140157699584961
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00075_sd3_fp4_seed198_s30_g3.5_str0.3.png,fake,0.9995623230934143,0.08791351318359375
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00009_sd3_fp16_seed132_s30_g3.5_str0.3.png,fake,0.9995633959770203,0.09180045127868652
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00082_sd15_fp8_seed205_s30_g3.5_str0.3.png,fake,0.9998165965080261,0.09048843383789062
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00029_sd3_fp16_seed152_s30_g3.5_str0.3.png,fake,0.9993482232093811,0.09028029441833496
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00075_sd15_fp16_seed198_s30_g3.5_str0.3.png,fake,0.9994434714317322,0.08933663368225098
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00071_sd15_fp8_seed194_s30_g3.5_str0.3.png,fake,0.9996238946914673,0.0994720458984375
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00060_sd3_fp16_seed183_s30_g3.5_str0.3.png,fake,0.9986246824264526,0.08661031723022461
sd35_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00008_sd35_fp16_seed131_s30_g3.5_str0.3.png,fake,0.9988431930541992,0.08801913261413574
sd15_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00089_sd15_fp16_seed212_s30_g3.5_str0.3.png,fake,0.9996346235275269,0.08965754508972168
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00061_sd35_fp8_seed184_s30_g3.5_str0.3.png,fake,0.9997174143791199,0.08605027198791504
sd15_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00008_sd15_fp4_seed131_s30_g3.5_str0.3.png,fake,0.9993867874145508,0.08844256401062012
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00055_sd35_fp4_seed178_s30_g3.5_str0.3.png,fake,0.9999799728393555,0.08772444725036621
sd3_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00060_sd3_fp8_seed183_s30_g3.5_str0.3.png,fake,0.9975690245628357,0.08968615531921387
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00097_sd35_fp4_seed220_s30_g3.5_str0.3.png,fake,0.9998944997787476,0.08975458145141602
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00058_sd3_fp4_seed181_s30_g3.5_str0.3.png,fake,0.9999686479568481,0.08797192573547363
sd3_fp16,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00016_sd3_fp16_seed139_s30_g3.5_str0.3.png,fake,0.9109628796577454,0.0878136157989502
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00050_sd15_fp8_seed173_s30_g3.5_str0.3.png,fake,0.9877927899360657,0.07048821449279785
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00076_sd15_fp8_seed199_s30_g3.5_str0.3.png,fake,0.9777167439460754,0.09038209915161133
sd3_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00014_sd3_fp4_seed137_s30_g3.5_str0.3.png,fake,0.9995778203010559,0.08618783950805664
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00042_sd35_fp4_seed165_s30_g3.5_str0.3.png,fake,0.9976230263710022,0.08825874328613281
sd35_fp4,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00074_sd35_fp4_seed197_s30_g3.5_str0.3.png,fake,0.9999102354049683,0.08835005760192871
sd15_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00013_sd15_fp8_seed136_s30_g3.5_str0.3.png,fake,0.9998531341552734,0.08892822265625
sd35_fp8,CLIP-D,default,/media/CrispyMcMarkInc/fake-images-img2img/00026_sd35_fp8_seed149_s30_g3.5_str0.3.png,fake,0.9984188079833984,0.08803701400756836
